GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
306904116,20140726,201407,2014,2014.5644,null,null,null,null,null,null,null,null,null,null,USA,MISSOURI,USA,null,null,null,null,null,null,null,1,043,043,04,1,2.8,13,2,11,3.41264119202115,0,null,null,null,null,null,null,2,"Missouri, United States",US,USMO,38.4623,-92.302,MO,2,"Missouri, United States",US,USMO,38.4623,-92.302,MO,20140726,http://www.dailycamera.com/news/ci_26216037/legal-pot-blamed-some-influx-homeless-this-summer
306914442,20140726,201407,2014,2014.5644,CHRMAY160,CHRISTIAN SCIENCE,null,null,null,CHR,null,null,null,null,USA,COLORADO,USA,null,null,null,null,null,null,null,0,130,130,13,3,-4.4,3,1,3,1.62790697674419,2,"Colorado, United States",US,USCO,39.0646,-105.327,CO,2,"Colorado, United States",US,USCO,39.0646,-105.327,CO,2,"Colorado, United States",US,USCO,39.0646,-105.327,CO,20140726,http://www.csmonitor.com/USA/Latest-News-Wires/2014/0726/More-young-homeless-in-Denver-drawn-by-legal-marijuana
306915144,20140726,201407,2014,2014.5644,COP,DEPUTY,null,null,null,null,null,COP,null,null,null,null,null,null,null,null,null,null,null,null,1,073,073,07,2,7.4,3,1,3,1.82648401826484,3,"Denver, Colorado, United States",US,USCO,39.7392,-104.985,201738,0,null,null,null,null,null,null,3,"Denver, Colorado, United States",US,USCO,39.7392,-104.985,201738,20140726,http://www.dailycamera.com/news/ci_26216037/legal-pot-blamed-some-influx-homeless-this-summer
306981694,20140726,201407,2014,2014.5644,USA,DENVER,USA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,070,070,07,2,7.0,10,1,10,1.90839694656489,3,"Denver, Colorado, United States",US,USCO,39.7392,-104.985,201738,0,null,null,null,null,null,null,2,"Colorado, United States",US,USCO,39.0646,-105.327,CO,20140726,http://www.nydailynews.com/news/national/legal-pot-raises-homeless-numbers-denver-article-1.1881281
306984814,20140726,201407,2014,2014.5644,USA,UNITED STATES,USA,null,null,null,null,null,null,null,COP,DEPUTY,null,null,null,null,null,COP,null,null,1,073,073,07,2,7.4,2,1,2,1.82648401826484,3,"Denver, Colorado, United States",US,USCO,39.7392,-104.985,201738,3,"Denver, Colorado, United States",US,USCO,39.7392,-104.985,201738,3,"Denver, Colorado, United States",US,USCO,39.7392,-104.985,201738,20140726,http://www.dailycamera.com/news/ci_26216037/legal-pot-blamed-some-influx-homeless-this-summer
270503631,20131006,201310,2013,2013.7562,USA,UNITED STATES,USA,null,null,null,null,null,null,null,USACOP,SALT LAKE CITY,USA,null,null,null,null,COP,null,null,1,046,046,04,1,7.0,4,1,4,1.16896918172157,3,"Salt Lake City, , United States",US,US49,40.7608,-111.891,1454997,3,"Salt Lake City, , United States",US,US49,40.7608,-111.891,1454997,3,"Salt Lake City, , United States",US,US49,40.7608,-111.891,1454997,20131006,http://www.sltrib.com/sltrib/news/56893308-78/depression-drugs-homeless-illegal.html.csp
270504983,20131006,201310,2013,2013.7562,USACOP,SALT LAKE CITY,USA,null,null,null,null,COP,null,null,USA,UNITED STATES,USA,null,null,null,null,null,null,null,1,046,046,04,1,7.0,4,1,4,1.16896918172157,2,"Mississippi, United States",US,USMS,32.7673,-89.6812,MS,2,"Mississippi, United States",US,USMS,32.7673,-89.6812,MS,2,"Mississippi, United States",US,USMS,32.7673,-89.6812,MS,20131006,http://www.sltrib.com/sltrib/news/56893308-78/depression-drugs-homeless-illegal.html.csp
316836985,20141003,201410,2014,2014.7479,NGOHRIAMN,AMNESTY INTERNATIONAL,null,AMN,null,null,null,NGO,HRI,null,CVL,RESIDENTS,null,null,null,null,null,CVL,null,null,1,128,128,12,3,-5.0,3,1,3,0.0,4,"Harare, Mashonaland East, Zimbabwe",ZI,ZI04,-17.8178,31.0447,-2312291,4,"Harare, Mashonaland East, Zimbabwe",ZI,ZI04,-17.8178,31.0447,-2312291,4,"Harare, Mashonaland East, Zimbabwe",ZI,ZI04,-17.8178,31.0447,-2312291,20141003,http://article.wn.com/view/2014/10/03/Hundreds_to_be_left_homeless_as_Zimbabwe_bulldozes_illegal_s/
261268079,20130729,201307,2013,2013.5726,USA,CALIFORNIA,USA,null,null,null,null,null,null,null," ",null,null,null,null,null,null,null,null,null,0,0833,083,08,2,5.0,2,1,2,1.94174757281553,3,"San Francisco, California, United States",US,USCA,37.7749,-122.419,277593,0,null,null,null,null,null,null,3,"San Francisco, California, United States",US,USCA,37.7749,-122.419,277593,20130729,http://inthesetimes.com/article/15227/a_bill_of_rights_for_the_homeless/
261268080,20130729,201307,2013,2013.5726,USA,CALIFORNIA,USA,null,null,null,null,null,null,null," ",null,null,null,null,null,null,null,null,null,0,0833,083,08,2,5.0,1,1,1,1.94174757281553,3,"San Francisco, California, United States",US,USCA,37.7749,-122.419,277593,0,null,null,null,null,null,null,2,"California, United States",US,USCA,36.17,-119.746,CA,20130729,http://inthesetimes.com/article/15227/a_bill_of_rights_for_the_homeless/
261268082,20130729,201307,2013,2013.5726,USA,CALIFORNIA,USA,null,null,null,null,null,null,null," ",null,null,null,null,null,null,null,null,null,0,0833,083,08,2,5.0,7,1,7,1.94174757281553,2,"California, United States",US,USCA,36.17,-119.746,CA,0,null,null,null,null,null,null,2,"California, United States",US,USCA,36.17,-119.746,CA,20130729,http://inthesetimes.com/article/15227/a_bill_of_rights_for_the_homeless/
261279976,20130729,201307,2013,2013.5726,USA,UNITED STATES,USA,null,null,null,null,null,null,null," USAGOV",UNITED STATES,USA,null,null,null,null,GOV,null,null,1,190,190,19,4,-10.0,1,1,1,1.94174757281553,3,"San Francisco, California, United States",US,USCA,37.7749,-122.419,277593,3,"San Francisco, California, United States",US,USCA,37.7749,-122.419,277593,2,"California, United States",US,USCA,36.17,-119.746,CA,20130729,http://inthesetimes.com/article/15227/a_bill_of_rights_for_the_homeless/
271221128,20131011,201310,2013,2013.7699,GOV,AUTHORITIES,null,null,null,null,null,GOV,null,null,null,null,null,null,null,null,null,null,null,null,0,100,100,10,3,-5.0,10,1,10,2.3448275862069,1,United States,US,US,38.0,-97.0,US,0,null,null,null,null,null,null,1,United States,US,US,38.0,-97.0,US,20131011,http://www.xpatloop.com/news/xpat_opinion_the_so-called_criminalization_of_homelessness_in_hungary
271221610,20131011,201310,2013,2013.7699,GOV,AUTHORITIES,null,null,null,null,null,GOV,null,null,null,null,null,null,null,null,null,null,null,null,0,174,174,17,4,-5.0,10,1,10,2.3448275862069,1,United States,US,US,38.0,-97.0,US,0,null,null,null,null,null,null,1,United States,US,US,38.0,-97.0,US,20131011,http://www.xpatloop.com/news/xpat_opinion_the_so-called_criminalization_of_homelessness_in_hungary
271229885,20131011,201310,2013,2013.7699,HUN,HUNGARIAN,HUN,null,null,null,null,null,null,null,HUNLEG,HUNGARY,HUN,null,null,null,null,LEG,null,null,1,173,173,17,4,-5.0,4,1,4,2.3448275862069,4,"Budapest, Budapest, Hungary",HU,HU05,47.5,19.0833,-850553,4,"Budapest, Budapest, Hungary",HU,HU05,47.5,19.0833,-850553,4,"Budapest, Budapest, Hungary",HU,HU05,47.5,19.0833,-850553,20131011,http://www.xpatloop.com/news/xpat_opinion_the_so-called_criminalization_of_homelessness_in_hungary
271229912,20131011,201310,2013,2013.7699,HUNLEG,HUNGARIAN,HUN,null,null,null,null,LEG,null,null,null,null,null,null,null,null,null,null,null,null,1,173,173,17,4,-5.0,6,1,6,2.3448275862069,4,"Budapest, Budapest, Hungary",HU,HU05,47.5,19.0833,-850553,0,null,null,null,null,null,null,4,"Budapest, Budapest, Hungary",HU,HU05,47.5,19.0833,-850553,20131011,http://www.xpatloop.com/news/xpat_opinion_the_so-called_criminalization_of_homelessness_in_hungary
295711640,20140501,201405,2014,2014.3315,USA,UNITED STATES,USA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,073,073,07,2,7.4,8,1,8,1.40845070422535,2,"Louisiana, United States",US,USLA,31.1801,-91.8749,LA,0,null,null,null,null,null,null,2,"Louisiana, United States",US,USLA,31.1801,-91.8749,LA,20140501,http://www.ryot.org/louisiana-making-illegal-homeless-people-beg-money/663981
309028339,20140811,201408,2014,2014.6055,null,null,null,null,null,null,null,null,null,null,CRM,CRIMINAL,null,null,null,null,null,CRM,null,null,1,112,112,11,3,-2.0,30,3,30,2.86660786504698,0,null,null,null,null,null,null,0,null,null,null,null,null,null,0,null,null,null,null,null,null,20140811,http://www.smdailyjournal.com/articles/lnews/2014-08-11/criminal-case-suspended-against-homeless-man-accused-of-murder/1776425128156.html
267503134,20130913,201309,2013,2013.6932,CVL,NEIGHBORHOOD,null,null,null,null,null,CVL,null,null,USA,PORTLAND,USA,null,null,null,null,null,null,null,1,130,130,13,3,-4.4,20,1,20,3.19148936170213,2,"Oregon, United States",US,USOR,44.5672,-122.127,OR,2,"Oregon, United States",US,USOR,44.5672,-122.127,OR,2,"Oregon, United States",US,USOR,44.5672,-122.127,OR,20130913,http://www.kgw.com/news/Pearl-neighborhood-considers-legal-action-against-city-over-homeless-camp-223575691.html
267597633,20130913,201309,2013,2013.6932,USA,PORTLAND,USA,null,null,null,null,null,null,null,CVL,NEIGHBORHOOD,null,null,null,null,null,CVL,null,null,1,071,071,07,2,7.4,20,1,20,3.19148936170213,3,"Portland, Oregon, United States",US,USOR,45.5235,-122.676,1136645,3,"Portland, Oregon, United States",US,USOR,45.5235,-122.676,1136645,3,"Portland, Oregon, United States",US,USOR,45.5235,-122.676,1136645,20130913,http://www.kgw.com/news/Pearl-neighborhood-considers-legal-action-against-city-over-homeless-camp-223575691.html
267597663,20130913,201309,2013,2013.6932,USA,PORTLAND,USA,null,null,null,null,null,null,null,CVL,NEIGHBORHOOD,null,null,null,null,null,CVL,null,null,1,084,084,08,2,7.0,20,1,20,3.19148936170213,3,"Portland, Oregon, United States",US,USOR,45.5235,-122.676,1136645,3,"Portland, Oregon, United States",US,USOR,45.5235,-122.676,1136645,3,"Portland, Oregon, United States",US,USOR,45.5235,-122.676,1136645,20130913,http://www.kgw.com/news/Pearl-neighborhood-considers-legal-action-against-city-over-homeless-camp-223575691.html
267597699,20130913,201309,2013,2013.6932,USA,PORTLAND,USA,null,null,null,null,null,null,null,CVL,NEIGHBORHOOD,null,null,null,null,null,CVL,null,null,1,110,110,11,3,-2.0,20,1,20,3.19148936170213,3,"Portland, Oregon, United States",US,USOR,45.5235,-122.676,1136645,3,"Portland, Oregon, United States",US,USOR,45.5235,-122.676,1136645,3,"Portland, Oregon, United States",US,USOR,45.5235,-122.676,1136645,20130913,http://www.kgw.com/news/Pearl-neighborhood-considers-legal-action-against-city-over-homeless-camp-223575691.html
308603219,20140807,201408,2014,2014.5945,MIL,AIR FORCE,null,null,null,null,null,MIL,null,null,USA,MINNEAPOLIS,USA,null,null,null,null,null,null,null,1,023,023,02,1,3.4,3,1,3,4.81927710843374,1,"Vietnam, Republic Of",VM,VM,16.0,106.0,VM,1,"Vietnam, Republic Of",VM,VM,16.0,106.0,VM,1,"Vietnam, Republic Of",VM,VM,16.0,106.0,VM,20140807,http://www.veteranstoday.com/2014/08/07/hundreds-of-homeless-veterans-gather-for-legal-medical-support/
283597698,20140126,201401,2014,2014.0712,KWT,KUWAIT,KWT,null,null,null,null,null,null,null,LEG,CHAMBER,null,null,null,null,null,LEG,null,null,1,043,043,04,1,2.8,10,1,10,2.23741454319453,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,20140126,http://www.mdjonline.com/view/full_story/24452941/article-Bank-asks-court-to-toss-homeless-veteran-s-lawsuit
283597699,20140126,201401,2014,2014.0712,KWT,KUWAIT,KWT,null,null,null,null,null,null,null,LEG,CHAMBER,null,null,null,null,null,LEG,null,null,0,046,046,04,1,7.0,4,1,4,2.23741454319453,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,20140126,http://www.mdjonline.com/view/full_story/24452941/article-Bank-asks-court-to-toss-homeless-veteran-s-lawsuit
283597701,20140126,201401,2014,2014.0712,KWT,KUWAIT,KWT,null,null,null,null,null,null,null,MIL,MILITARY,null,null,null,null,null,MIL,null,null,0,042,042,04,1,1.9,10,1,10,2.23741454319453,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,20140126,http://www.mdjonline.com/view/full_story/24452941/article-Bank-asks-court-to-toss-homeless-veteran-s-lawsuit
283599346,20140126,201401,2014,2014.0712,LEG,CHAMBER,null,null,null,null,null,LEG,null,null,null,null,null,null,null,null,null,null,null,null,0,174,174,17,4,-5.0,6,1,6,2.23741454319453,3,"Cobb County, Georgia, United States",US,USGA,33.9334,-84.5666,1686112,0,null,null,null,null,null,null,3,"Cobb County, Georgia, United States",US,USGA,33.9334,-84.5666,1686112,20140126,http://www.mdjonline.com/view/full_story/24452941/article-Bank-asks-court-to-toss-homeless-veteran-s-lawsuit
283599712,20140126,201401,2014,2014.0712,LEG,CHAMBER,null,null,null,null,null,LEG,null,null,KWT,KUWAIT,KWT,null,null,null,null,null,null,null,1,042,042,04,1,1.9,10,1,10,2.23741454319453,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,20140126,http://www.mdjonline.com/view/full_story/24452941/article-Bank-asks-court-to-toss-homeless-veteran-s-lawsuit
283600025,20140126,201401,2014,2014.0712,LEG,CHAMBER,null,null,null,null,null,LEG,null,null,USA,UNITED STATES,USA,null,null,null,null,null,null,null,0,174,174,17,4,-5.0,4,1,4,2.23741454319453,3,"Cobb County, Georgia, United States",US,USGA,33.9334,-84.5666,1686112,3,"Cobb County, Georgia, United States",US,USGA,33.9334,-84.5666,1686112,3,"Cobb County, Georgia, United States",US,USGA,33.9334,-84.5666,1686112,20140126,http://www.mdjonline.com/view/full_story/24452941/article-Bank-asks-court-to-toss-homeless-veteran-s-lawsuit
283603211,20140126,201401,2014,2014.0712,MIL,MILITARY,null,null,null,null,null,MIL,null,null,KWT,KUWAIT,KWT,null,null,null,null,null,null,null,0,043,043,04,1,2.8,10,1,10,2.23741454319453,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,20140126,http://www.mdjonline.com/view/full_story/24452941/article-Bank-asks-court-to-toss-homeless-veteran-s-lawsuit
283604416,20140126,201401,2014,2014.0712,MNCUSABUS,WELLS FARGO,USA,null,null,null,null,MNC,BUS,null,BUS,INVESTOR,null,null,null,null,null,BUS,null,null,1,060,060,06,2,6.0,1,1,1,2.23741454319453,2,"Georgia, United States",US,USGA,0.0,0.0,GA,2,"Georgia, United States",US,USGA,0.0,0.0,GA,2,"Georgia, United States",US,USGA,0.0,0.0,GA,20140126,http://www.mdjonline.com/view/full_story/24452941/article-Bank-asks-court-to-toss-homeless-veteran-s-lawsuit
283604417,20140126,201401,2014,2014.0712,MNCUSABUS,WELLS FARGO,USA,null,null,null,null,MNC,BUS,null,BUS,INVESTOR,null,null,null,null,null,BUS,null,null,1,060,060,06,2,6.0,1,1,1,2.23741454319453,1,"Vietnam, Republic Of",VM,VM,16.0,106.0,VM,2,"Georgia, United States",US,USGA,0.0,0.0,GA,2,"Georgia, United States",US,USGA,0.0,0.0,GA,20140126,http://www.mdjonline.com/view/full_story/24452941/article-Bank-asks-court-to-toss-homeless-veteran-s-lawsuit
283604418,20140126,201401,2014,2014.0712,MNCUSABUS,WELLS FARGO,USA,null,null,null,null,MNC,BUS,null,JUD,SUPERIOR COURT,null,null,null,null,null,JUD,null,null,1,016,016,01,1,-2.0,1,1,1,2.23741454319453,2,"Georgia, United States",US,USGA,0.0,0.0,GA,2,"Georgia, United States",US,USGA,0.0,0.0,GA,2,"Georgia, United States",US,USGA,0.0,0.0,GA,20140126,http://www.mdjonline.com/view/full_story/24452941/article-Bank-asks-court-to-toss-homeless-veteran-s-lawsuit
283604419,20140126,201401,2014,2014.0712,MNCUSABUS,WELLS FARGO,USA,null,null,null,null,MNC,BUS,null,JUD,SUPERIOR COURT,null,null,null,null,null,JUD,null,null,1,016,016,01,1,-2.0,1,1,1,2.23741454319453,1,"Vietnam, Republic Of",VM,VM,16.0,106.0,VM,2,"Georgia, United States",US,USGA,0.0,0.0,GA,2,"Georgia, United States",US,USGA,0.0,0.0,GA,20140126,http://www.mdjonline.com/view/full_story/24452941/article-Bank-asks-court-to-toss-homeless-veteran-s-lawsuit
283645910,20140127,201401,2014,2014.074,null,null,null,null,null,null,null,null,null,null,LEG,CHAMBER,null,null,null,null,null,LEG,null,null,0,046,046,04,1,7.0,6,1,6,2.21870047543582,0,null,null,null,null,null,null,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,20140127,http://www.mdjonline.com/pages/full_story/push?article-Bank+asks+court+to+toss+homeless+veteran-s+lawsuit%20&id=24452941
283693278,20140127,201401,2014,2014.074,GOV,GOVERNMENT,null,null,null,null,null,GOV,null,null,null,null,null,null,null,null,null,null,null,null,0,014,014,01,1,0.0,5,1,5,2.21870047543582,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,0,null,null,null,null,null,null,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,20140127,http://www.mdjonline.com/pages/full_story/push?article-Bank+asks+court+to+toss+homeless+veteran-s+lawsuit%20&id=24452941
283695852,20140127,201401,2014,2014.074,GOV,GOVERNMENT,null,null,null,null,null,GOV,null,null,null,null,null,null,null,null,null,null,null,null,0,192,192,19,4,-9.5,10,1,10,2.21870047543582,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,0,null,null,null,null,null,null,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,20140127,http://www.mdjonline.com/pages/full_story/push?article-Bank+asks+court+to+toss+homeless+veteran-s+lawsuit%20&id=24452941
283720200,20140127,201401,2014,2014.074,KWT,KUWAIT,KWT,null,null,null,null,null,null,null,LEG,CHAMBER,null,null,null,null,null,LEG,null,null,1,043,043,04,1,2.8,10,1,10,2.21870047543582,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,20140127,http://www.mdjonline.com/pages/full_story/push?article-Bank+asks+court+to+toss+homeless+veteran-s+lawsuit%20&id=24452941
283720201,20140127,201401,2014,2014.074,KWT,KUWAIT,KWT,null,null,null,null,null,null,null,LEG,CHAMBER,null,null,null,null,null,LEG,null,null,0,046,046,04,1,7.0,4,1,4,2.21870047543582,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,20140127,http://www.mdjonline.com/pages/full_story/push?article-Bank+asks+court+to+toss+homeless+veteran-s+lawsuit%20&id=24452941
283720206,20140127,201401,2014,2014.074,KWT,KUWAIT,KWT,null,null,null,null,null,null,null,MIL,MILITARY,null,null,null,null,null,MIL,null,null,0,042,042,04,1,1.9,10,1,10,2.21870047543582,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,20140127,http://www.mdjonline.com/pages/full_story/push?article-Bank+asks+court+to+toss+homeless+veteran-s+lawsuit%20&id=24452941
283723105,20140127,201401,2014,2014.074,LEG,CHAMBER,null,null,null,null,null,LEG,null,null,null,null,null,null,null,null,null,null,null,null,0,174,174,17,4,-5.0,6,1,6,2.21870047543582,3,"Cobb County, Georgia, United States",US,USGA,33.9334,-84.5666,1686112,0,null,null,null,null,null,null,3,"Cobb County, Georgia, United States",US,USGA,33.9334,-84.5666,1686112,20140127,http://www.mdjonline.com/pages/full_story/push?article-Bank+asks+court+to+toss+homeless+veteran-s+lawsuit%20&id=24452941
283723928,20140127,201401,2014,2014.074,LEG,CHAMBER,null,null,null,null,null,LEG,null,null,KWT,KUWAIT,KWT,null,null,null,null,null,null,null,1,042,042,04,1,1.9,10,1,10,2.21870047543582,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,20140127,http://www.mdjonline.com/pages/full_story/push?article-Bank+asks+court+to+toss+homeless+veteran-s+lawsuit%20&id=24452941
283724577,20140127,201401,2014,2014.074,LEG,CHAMBER,null,null,null,null,null,LEG,null,null,USA,UNITED STATES,USA,null,null,null,null,null,null,null,0,174,174,17,4,-5.0,4,1,4,2.21870047543582,3,"Cobb County, Georgia, United States",US,USGA,33.9334,-84.5666,1686112,3,"Cobb County, Georgia, United States",US,USGA,33.9334,-84.5666,1686112,3,"Cobb County, Georgia, United States",US,USGA,33.9334,-84.5666,1686112,20140127,http://www.mdjonline.com/pages/full_story/push?article-Bank+asks+court+to+toss+homeless+veteran-s+lawsuit%20&id=24452941
283730383,20140127,201401,2014,2014.074,MIL,MILITARY,null,null,null,null,null,MIL,null,null,KWT,KUWAIT,KWT,null,null,null,null,null,null,null,0,043,043,04,1,2.8,10,1,10,2.21870047543582,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,1,Kuwait,KU,KU,29.3375,47.6581,KU,20140127,http://www.mdjonline.com/pages/full_story/push?article-Bank+asks+court+to+toss+homeless+veteran-s+lawsuit%20&id=24452941
283732766,20140127,201401,2014,2014.074,MNCUSABUS,WELLS FARGO,USA,null,null,null,null,MNC,BUS,null,BUS,INVESTOR,null,null,null,null,null,BUS,null,null,1,060,060,06,2,6.0,1,1,1,2.21870047543582,2,"Georgia, United States",US,USGA,0.0,0.0,GA,2,"Georgia, United States",US,USGA,0.0,0.0,GA,2,"Georgia, United States",US,USGA,0.0,0.0,GA,20140127,http://www.mdjonline.com/pages/full_story/push?article-Bank+asks+court+to+toss+homeless+veteran-s+lawsuit%20&id=24452941
283732767,20140127,201401,2014,2014.074,MNCUSABUS,WELLS FARGO,USA,null,null,null,null,MNC,BUS,null,BUS,INVESTOR,null,null,null,null,null,BUS,null,null,1,060,060,06,2,6.0,1,1,1,2.21870047543582,1,"Vietnam, Republic Of",VM,VM,16.0,106.0,VM,2,"Georgia, United States",US,USGA,0.0,0.0,GA,2,"Georgia, United States",US,USGA,0.0,0.0,GA,20140127,http://www.mdjonline.com/pages/full_story/push?article-Bank+asks+court+to+toss+homeless+veteran-s+lawsuit%20&id=24452941
283732769,20140127,201401,2014,2014.074,MNCUSABUS,WELLS FARGO,USA,null,null,null,null,MNC,BUS,null,JUD,SUPERIOR COURT,null,null,null,null,null,JUD,null,null,1,016,016,01,1,-2.0,1,1,1,2.21870047543582,2,"Georgia, United States",US,USGA,0.0,0.0,GA,2,"Georgia, United States",US,USGA,0.0,0.0,GA,2,"Georgia, United States",US,USGA,0.0,0.0,GA,20140127,http://www.mdjonline.com/pages/full_story/push?article-Bank+asks+court+to+toss+homeless+veteran-s+lawsuit%20&id=24452941
283732770,20140127,201401,2014,2014.074,MNCUSABUS,WELLS FARGO,USA,null,null,null,null,MNC,BUS,null,JUD,SUPERIOR COURT,null,null,null,null,null,JUD,null,null,1,016,016,01,1,-2.0,1,1,1,2.21870047543582,1,"Vietnam, Republic Of",VM,VM,16.0,106.0,VM,2,"Georgia, United States",US,USGA,0.0,0.0,GA,2,"Georgia, United States",US,USGA,0.0,0.0,GA,20140127,http://www.mdjonline.com/pages/full_story/push?article-Bank+asks+court+to+toss+homeless+veteran-s+lawsuit%20&id=24452941
296346179,20140507,201405,2014,2014.3479,null,null,null,null,null,null,null,null,null,null,USA,WASHINGTON,USA,null,null,null,null,null,null,null,1,042,042,04,1,1.9,226,28,226,3.56664042424981,0,null,null,null,null,null,null,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20140507,"http://www.sun-sentinel.com/news/broward/fl-fort-lauderdale-homeless-laws-20140507,0,3274553.story?track=rss"
296366798,20140507,201405,2014,2014.3479,COP,POLICE,null,null,null,null,null,COP,null,null,null,null,null,null,null,null,null,null,null,null,0,1711,171,17,4,-9.2,16,1,16,1.92971053495686,3,"Hollywood, California, United States",US,USCA,34.0983,-118.327,1660757,0,null,null,null,null,null,null,3,"Hollywood, California, United States",US,USCA,34.0983,-118.327,1660757,20140507,"http://www.sun-sentinel.com/news/broward/fl-fort-lauderdale-homeless-laws-20140507,0,3274553.story?track=rss"
296366799,20140507,201405,2014,2014.3479,COP,POLICE,null,null,null,null,null,COP,null,null,null,null,null,null,null,null,null,null,null,null,0,1711,171,17,4,-9.2,4,1,4,1.92971053495686,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,0,null,null,null,null,null,null,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20140507,"http://www.sun-sentinel.com/news/broward/fl-fort-lauderdale-homeless-laws-20140507,0,3274553.story?track=rss"
296370384,20140507,201405,2014,2014.3479,CRM,BURGLAR,null,null,null,null,null,CRM,null,null,COP,POLICE,null,null,null,null,null,COP,null,null,1,084,084,08,2,7.0,10,1,10,0.36101083032491,0,null,null,null,null,null,null,0,null,null,null,null,null,null,0,null,null,null,null,null,null,20140507,http://www.delawareonline.com/story/news/crime/2014/05/06/homeless-man-charged-ncco-burglaries/8789667/?from=global&sessionKey=&autologin=
296449590,20140507,201405,2014,2014.3479,USA,WASHINGTON,USA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,010,010,01,1,0.0,39,9,39,3.96207789265284,3,"Hollywood, California, United States",US,USCA,34.0983,-118.327,1660757,0,null,null,null,null,null,null,3,"Hollywood, California, United States",US,USCA,34.0983,-118.327,1660757,20140507,"http://www.sun-sentinel.com/news/broward/fl-fort-lauderdale-homeless-laws-20140507,0,3274553.story?track=rss"
296452706,20140507,201405,2014,2014.3479,USA,WASHINGTON,USA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,043,043,04,1,2.8,335,40,335,2.8166721342856,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,0,null,null,null,null,null,null,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20140507,"http://www.sun-sentinel.com/news/broward/fl-fort-lauderdale-homeless-laws-20140507,0,3274553.story?track=rss"
